year_id,age_group_id,sex_id,ex,location_id
1990,0,1,55.2891,194
1990,0,2,63.6157,194
1990,5,1,55.9662,194
1990,5,2,64.0298,194
1990,10,1,51.4337,194
1990,10,2,59.4818,194
1990,15,1,46.7837,194
1990,15,2,54.7974,194
1990,20,1,42.3543,194
1990,20,2,50.2226,194
1990,25,1,38.1888,194
1990,25,2,45.7378,194
1990,30,1,34.1698,194
1990,30,2,41.3099,194
1990,35,1,30.3052,194
1990,35,2,36.9488,194
1990,40,1,26.6318,194
1990,40,2,32.6833,194
1990,45,1,23.1283,194
1990,45,2,28.53,194
1990,50,1,19.8041,194
1990,50,2,24.5033,194
1990,55,1,16.6848,194
1990,55,2,20.6672,194
1990,60,1,13.7395,194
1990,60,2,17.0339,194
1990,65,1,11.0902,194
1990,65,2,13.7328,194
1990,70,1,8.73,194
1990,70,2,10.8011,194
1990,75,1,6.717,194
1990,75,2,8.2907,194
1990,80,1,5.0634,194
1990,80,2,6.1939,194
1991,0,1,55.0937,194
1991,0,2,63.2774,194
1991,5,1,55.7294,194
1991,5,2,63.63,194
1991,10,1,51.192,194
1991,10,2,59.0776,194
1991,15,1,46.5404,194
1991,15,2,54.3941,194
1991,20,1,42.1117,194
1991,20,2,49.8271,194
1991,25,1,37.9521,194
1991,25,2,45.3565,194
1991,30,1,33.9486,194
1991,30,2,40.9488,194
1991,35,1,30.1082,194
1991,35,2,36.6135,194
1991,40,1,26.4663,194
1991,40,2,32.3794,194
1991,45,1,22.9969,194
1991,45,2,28.262,194
1991,50,1,19.7067,194
1991,50,2,24.2767,194
1991,55,1,16.6187,194
1991,55,2,20.4864,194
1991,60,1,13.7008,194
1991,60,2,16.903,194
1991,65,1,11.0776,194
1991,65,2,13.6572,194
1991,70,1,8.7382,194
1991,70,2,10.7807,194
1991,75,1,6.7353,194
1991,75,2,8.306,194
1991,80,1,5.0821,194
1991,80,2,6.2197,194
1992,0,1,54.7171,194
1992,0,2,62.7997,194
1992,5,1,55.3702,194
1992,5,2,63.1709,194
1992,10,1,50.8349,194
1992,10,2,58.6242,194
1992,15,1,46.185,194
1992,15,2,53.9474,194
1992,20,1,41.7577,194
1992,20,2,49.3938,194
1992,25,1,37.6043,194
1992,25,2,44.9444,194
1992,30,1,33.6192,194
1992,30,2,40.565,194
1992,35,1,29.8093,194
1992,35,2,36.2634,194
1992,40,1,26.2089,194
1992,40,2,32.0682,194
1992,45,1,22.7859,194
1992,45,2,27.9926,194
1992,50,1,19.5429,194
1992,50,2,24.0522,194
1992,55,1,16.4996,194
1992,55,2,20.3094,194
1992,60,1,13.6221,194
1992,60,2,16.7755,194
1992,65,1,11.039,194
1992,65,2,13.5837,194
1992,70,1,8.7333,194
1992,70,2,10.7607,194
1992,75,1,6.749,194
1992,75,2,8.3206,194
1992,80,1,5.0994,194
1992,80,2,6.2438,194
1993,0,1,54.2068,194
1993,0,2,62.1319,194
1993,5,1,54.9265,194
1993,5,2,62.5697,194
1993,10,1,50.401,194
1993,10,2,58.0319,194
1993,15,1,45.7584,194
1993,15,2,53.3634,194
1993,20,1,41.3445,194
1993,20,2,48.8255,194
1993,25,1,37.218,194
1993,25,2,44.4026,194
1993,30,1,33.2744,194
1993,30,2,40.0603,194
1993,35,1,29.5176,194
1993,35,2,35.8036,194
1993,40,1,25.9784,194
1993,40,2,31.6602,194
1993,45,1,22.6154,194
1993,45,2,27.6398,194
1993,50,1,19.4261,194
1993,50,2,23.7576,194
1993,55,1,16.4272,194
1993,55,2,20.0759,194
1993,60,1,13.5829,194
1993,60,2,16.6053,194
1993,65,1,11.0276,194
1993,65,2,13.4822,194
1993,70,1,8.7419,194
1993,70,2,10.7268,194
1993,75,1,6.7666,194
1993,75,2,8.3311,194
1993,80,1,5.1166,194
1993,80,2,6.2678,194
1994,0,1,53.5199,194
1994,0,2,61.2643,194
1994,5,1,54.3294,194
1994,5,2,61.7958,194
1994,10,1,49.8135,194
1994,10,2,57.2678,194
1994,15,1,45.1772,194
1994,15,2,52.6098,194
1994,20,1,40.7676,194
1994,20,2,48.0944,194
1994,25,1,36.6523,194
1994,25,2,43.7121,194
1994,30,1,32.7387,194
1994,30,2,39.4286,194
1994,35,1,29.0309,194
1994,35,2,35.2425,194
1994,40,1,25.5584,194
1994,40,2,31.1784,194
1994,45,1,22.2693,194
1994,45,2,27.2383,194
1994,50,1,19.1546,194
1994,50,2,23.4358,194
1994,55,1,16.2258,194
1994,55,2,19.8315,194
1994,60,1,13.4445,194
1994,60,2,16.4347,194
1994,65,1,10.9521,194
1994,65,2,13.3841,194
1994,70,1,8.7199,194
1994,70,2,10.6964,194
1994,75,1,6.7757,194
1994,75,2,8.3431,194
1994,80,1,5.1339,194
1994,80,2,6.2919,194
1995,0,1,52.8318,194
1995,0,2,60.0752,194
1995,5,1,53.7609,194
1995,5,2,60.7226,194
1995,10,1,49.2634,194
1995,10,2,56.2091,194
1995,15,1,44.641,194
1995,15,2,51.565,194
1995,20,1,40.2537,194
1995,20,2,47.0785,194
1995,25,1,36.1702,194
1995,25,2,42.752,194
1995,30,1,32.2927,194
1995,30,2,38.553,194
1995,35,1,28.6245,194
1995,35,2,34.4695,194
1995,40,1,25.1951,194
1995,40,2,30.5203,194
1995,45,1,21.9511,194
1995,45,2,26.6944,194
1995,50,1,18.8835,194
1995,50,2,23.0025,194
1995,55,1,16.0047,194
1995,55,2,19.5036,194
1995,60,1,13.2764,194
1995,60,2,16.2049,194
1995,65,1,10.8457,194
1995,65,2,13.2489,194
1995,70,1,8.6766,194
1995,70,2,10.6487,194
1995,75,1,6.7761,194
1995,75,2,8.3504,194
1995,80,1,5.1512,194
1995,80,2,6.316,194
1996,0,1,51.7978,194
1996,0,2,58.6183,194
1996,5,1,52.8198,194
1996,5,2,59.3476,194
1996,10,1,48.3366,194
1996,10,2,54.8413,194
1996,15,1,43.7257,194
1996,15,2,50.207,194
1996,20,1,39.3576,194
1996,20,2,45.748,194
1996,25,1,35.3134,194
1996,25,2,41.4825,194
1996,30,1,31.5033,194
1996,30,2,37.3833,194
1996,35,1,27.9278,194
1996,35,2,33.4259,194
1996,40,1,24.6113,194
1996,40,2,29.6216,194
1996,45,1,21.4835,194
1996,45,2,25.9414,194
1996,50,1,18.5261,194
1996,50,2,22.3941,194
1996,55,1,15.7453,194
1996,55,2,19.0346,194
1996,60,1,13.0998,194
1996,60,2,15.8685,194
1996,65,1,10.7476,194
1996,65,2,13.0425,194
1996,70,1,8.6443,194
1996,70,2,10.5645,194
1996,75,1,6.7822,194
1996,75,2,8.3465,194
1996,80,1,5.1685,194
1996,80,2,6.3401,194
1997,0,1,50.646,194
1997,0,2,56.9377,194
1997,5,1,51.737,194
1997,5,2,57.7272,194
1997,10,1,47.2677,194
1997,10,2,53.2306,194
1997,15,1,42.6694,194
1997,15,2,48.6118,194
1997,20,1,38.3286,194
1997,20,2,44.1945,194
1997,25,1,34.3409,194
1997,25,2,40.0194,194
1997,30,1,30.6204,194
1997,30,2,36.0671,194
1997,35,1,27.162,194
1997,35,2,32.2918,194
1997,40,1,23.9825,194
1997,40,2,28.6894,194
1997,45,1,20.9908,194
1997,45,2,25.2013,194
1997,50,1,18.1581,194
1997,50,2,21.8312,194
1997,55,1,15.4842,194
1997,55,2,18.6281,194
1997,60,1,12.9252,194
1997,60,2,15.5962,194
1997,65,1,10.6519,194
1997,65,2,12.8852,194
1997,70,1,8.6132,194
1997,70,2,10.508,194
1997,75,1,6.7884,194
1997,75,2,8.3511,194
1997,80,1,5.1854,194
1997,80,2,6.364,194
1998,0,1,49.1213,194
1998,0,2,55.0417,194
1998,5,1,50.2097,194
1998,5,2,55.8359,194
1998,10,1,45.7445,194
1998,10,2,51.3409,194
1998,15,1,41.1523,194
1998,15,2,46.7307,194
1998,20,1,36.8384,194
1998,20,2,42.3477,194
1998,25,1,32.9241,194
1998,25,2,38.2607,194
1998,30,1,29.3185,194
1998,30,2,34.4653,194
1998,35,1,26.0118,194
1998,35,2,30.8927,194
1998,40,1,23.0157,194
1998,40,2,27.5213,194
1998,45,1,20.2126,194
1998,45,2,24.2557,194
1998,50,1,17.5595,194
1998,50,2,21.0949,194
1998,55,1,15.044,194
1998,55,2,18.0801,194
1998,60,1,12.6199,194
1998,60,2,15.2151,194
1998,65,1,10.4737,194
1998,65,2,12.6541,194
1998,70,1,8.5414,194
1998,70,2,10.4134,194
1998,75,1,6.7799,194
1998,75,2,8.3442,194
1998,80,1,5.1965,194
1998,80,2,6.3882,194
1999,0,1,47.823,194
1999,0,2,53.0086,194
1999,5,1,48.9403,194
1999,5,2,53.7721,194
1999,10,1,44.4902,194
1999,10,2,49.279,194
1999,15,1,39.91,194
1999,15,2,44.6765,194
1999,20,1,35.604,194
1999,20,2,40.3254,194
1999,25,1,31.7045,194
1999,25,2,36.3283,194
1999,30,1,28.1673,194
1999,30,2,32.7039,194
1999,35,1,24.9843,194
1999,35,2,29.3576,194
1999,40,1,22.1567,194
1999,40,2,26.2453,194
1999,45,1,19.5316,194
1999,45,2,23.2256,194
1999,50,1,17.046,194
1999,50,2,20.2945,194
1999,55,1,14.6761,194
1999,55,2,17.4837,194
1999,60,1,12.3701,194
1999,60,2,14.7976,194
1999,65,1,10.3342,194
1999,65,2,12.3959,194
1999,70,1,8.493,194
1999,70,2,10.3012,194
1999,75,1,6.7843,194
1999,75,2,8.328,194
1999,80,1,5.2168,194
1999,80,2,6.4069,194
2000,0,1,46.4608,194
2000,0,2,51.1458,194
2000,5,1,47.5342,194
2000,5,2,51.8383,194
2000,10,1,43.0868,194
2000,10,2,47.3424,194
2000,15,1,38.5129,194
2000,15,2,42.7463,194
2000,20,1,34.2234,194
2000,20,2,38.4256,194
2000,25,1,30.3687,194
2000,25,2,34.5102,194
2000,30,1,26.929,194
2000,30,2,31.0408,194
2000,35,1,23.895,194
2000,35,2,27.9014,194
2000,40,1,21.2562,194
2000,40,2,25.028,194
2000,45,1,18.824,194
2000,45,2,22.2364,194
2000,50,1,16.5169,194
2000,50,2,19.52,194
2000,55,1,14.2988,194
2000,55,2,16.9009,194
2000,60,1,12.1151,194
2000,60,2,14.3853,194
2000,65,1,10.1916,194
2000,65,2,12.1383,194
2000,70,1,8.4433,194
2000,70,2,10.1902,194
2000,75,1,6.7886,194
2000,75,2,8.3164,194
2000,80,1,5.2376,194
2000,80,2,6.434,194
2001,0,1,44.8786,194
2001,0,2,49.4834,194
2001,5,1,45.8515,194
2001,5,2,50.0888,194
2001,10,1,41.3941,194
2001,10,2,45.5852,194
2001,15,1,36.8155,194
2001,15,2,40.9901,194
2001,20,1,32.5228,194
2001,20,2,36.6908,194
2001,25,1,28.6952,194
2001,25,2,32.8428,194
2001,30,1,25.3619,194
2001,30,2,29.5103,194
2001,35,1,22.5187,194
2001,35,2,26.5587,194
2001,40,1,20.142,194
2001,40,2,23.9054,194
2001,45,1,17.9825,194
2001,45,2,21.3237,194
2001,50,1,15.9244,194
2001,50,2,18.8057,194
2001,55,1,13.9082,194
2001,55,2,16.363,194
2001,60,1,11.874,194
2001,60,2,14.0039,194
2001,65,1,10.0742,194
2001,65,2,11.899,194
2001,70,1,8.4135,194
2001,70,2,10.087,194
2001,75,1,6.8002,194
2001,75,2,8.3069,194
2001,80,1,5.2558,194
2001,80,2,6.4609,194
2002,0,1,43.8388,194
2002,0,2,48.1095,194
2002,5,1,44.7621,194
2002,5,2,48.6398,194
2002,10,1,40.3093,194
2002,10,2,44.1372,194
2002,15,1,35.7383,194
2002,15,2,39.5496,194
2002,20,1,31.467,194
2002,20,2,35.2772,194
2002,25,1,27.6806,194
2002,25,2,31.4893,194
2002,30,1,24.4144,194
2002,30,2,28.2639,194
2002,35,1,21.6632,194
2002,35,2,25.454,194
2002,40,1,19.399,194
2002,40,2,22.9652,194
2002,45,1,17.3574,194
2002,45,2,20.5435,194
2002,50,1,15.4157,194
2002,50,2,18.1806,194
2002,55,1,13.5088,194
2002,55,2,15.879,194
2002,60,1,11.5766,194
2002,60,2,13.6495,194
2002,65,1,9.8848,194
2002,65,2,11.667,194
2002,70,1,8.3299,194
2002,70,2,9.9798,194
2002,75,1,6.789,194
2002,75,2,8.2917,194
2002,80,1,5.2728,194
2002,80,2,6.4845,194
2003,0,1,42.8706,194
2003,0,2,47.028,194
2003,5,1,43.7267,194
2003,5,2,47.4858,194
2003,10,1,39.2739,194
2003,10,2,42.9824,194
2003,15,1,34.7064,194
2003,15,2,38.3992,194
2003,20,1,30.4467,194
2003,20,2,34.1453,194
2003,25,1,26.6884,194
2003,25,2,30.4004,194
2003,30,1,23.4822,194
2003,30,2,27.2538,194
2003,35,1,20.824,194
2003,35,2,24.5505,194
2003,40,1,18.6812,194
2003,40,2,22.1879,194
2003,45,1,16.7681,194
2003,45,2,19.8912,194
2003,50,1,14.9508,194
2003,50,2,17.6522,194
2003,55,1,13.1557,194
2003,55,2,15.4657,194
2003,60,1,11.3215,194
2003,60,2,13.3443,194
2003,65,1,9.7284,194
2003,65,2,11.4668,194
2003,70,1,8.2657,194
2003,70,2,9.8888,194
2003,75,1,6.7855,194
2003,75,2,8.2825,194
2003,80,1,5.2909,194
2003,80,2,6.5094,194
2004,0,1,41.862,194
2004,0,2,46.3194,194
2004,5,1,42.6124,194
2004,5,2,46.7155,194
2004,10,1,38.1508,194
2004,10,2,42.2124,194
2004,15,1,33.5789,194
2004,15,2,37.6336,194
2004,20,1,29.3165,194
2004,20,2,33.3945,194
2004,25,1,25.5729,194
2004,25,2,29.6781,194
2004,30,1,22.4309,194
