year_id,age_group_id,sex_id,ex,location_id
1990,0,1,42.0921,182
1990,0,2,45.0673,182
1990,5,1,50.809,182
1990,5,2,53.1355,182
1990,10,1,47.7615,182
1990,10,2,50.0695,182
1990,15,1,43.8202,182
1990,15,2,46.1835,182
1990,20,1,39.9628,182
1990,20,2,42.3437,182
1990,25,1,36.4735,182
1990,25,2,38.7497,182
1990,30,1,33.0521,182
1990,30,2,35.3088,182
1990,35,1,29.6749,182
1990,35,2,31.9024,182
1990,40,1,26.3798,182
1990,40,2,28.5081,182
1990,45,1,23.1267,182
1990,45,2,25.0822,182
1990,50,1,19.9175,182
1990,50,2,21.6011,182
1990,55,1,16.8356,182
1990,55,2,18.2327,182
1990,60,1,13.8471,182
1990,60,2,15.0006,182
1990,65,1,11.1499,182
1990,65,2,12.1381,182
1990,70,1,8.7561,182
1990,70,2,9.6581,182
1990,75,1,6.7243,182
1990,75,2,7.5746,182
1990,80,1,5.0675,182
1990,80,2,5.8103,182
1991,0,1,42.102,182
1991,0,2,44.9827,182
1991,5,1,50.4104,182
1991,5,2,52.6482,182
1991,10,1,47.2934,182
1991,10,2,49.4997,182
1991,15,1,43.3286,182
1991,15,2,45.5783,182
1991,20,1,39.466,182
1991,20,2,41.7258,182
1991,25,1,35.9867,182
1991,25,2,38.1408,182
1991,30,1,32.598,182
1991,30,2,34.735,182
1991,35,1,29.2704,182
1991,35,2,31.3818,182
1991,40,1,26.0367,182
1991,40,2,28.0534,182
1991,45,1,22.8473,182
1991,45,2,24.6957,182
1991,50,1,19.6999,182
1991,50,2,21.2844,182
1991,55,1,16.6754,182
1991,55,2,17.9866,182
1991,60,1,13.7382,182
1991,60,2,14.8255,182
1991,65,1,11.0911,182
1991,65,2,12.038,182
1991,70,1,8.7397,182
1991,70,2,9.6304,182
1991,75,1,6.7324,182
1991,75,2,7.5931,182
1991,80,1,5.0823,182
1991,80,2,5.8414,182
1992,0,1,42.2857,182
1992,0,2,44.9868,182
1992,5,1,50.121,182
1992,5,2,52.1472,182
1992,10,1,46.9196,182
1992,10,2,48.8976,182
1992,15,1,42.9229,182
1992,15,2,44.9328,182
1992,20,1,39.0464,182
1992,20,2,41.064,182
1992,25,1,35.5662,182
1992,25,2,37.4881,182
1992,30,1,32.2006,182
1992,30,2,34.1232,182
1992,35,1,28.9151,182
1992,35,2,30.8325,182
1992,40,1,25.7367,182
1992,40,2,27.5804,182
1992,45,1,22.606,182
1992,45,2,24.3003,182
1992,50,1,19.5161,182
1992,50,2,20.967,182
1992,55,1,16.5447,182
1992,55,2,17.7461,182
1992,60,1,13.6548,182
1992,60,2,14.6606,182
1992,65,1,11.054,182
1992,65,2,11.9501,182
1992,70,1,8.7408,182
1992,70,2,9.6157,182
1992,75,1,6.7534,182
1992,75,2,7.6234,182
1992,80,1,5.1069,182
1992,80,2,5.8836,182
1993,0,1,42.3735,182
1993,0,2,44.9206,182
1993,5,1,49.7908,182
1993,5,2,51.6308,182
1993,10,1,46.5218,182
1993,10,2,48.301,182
1993,15,1,42.5007,182
1993,15,2,44.3041,182
1993,20,1,38.6149,182
1993,20,2,40.4253,182
1993,25,1,35.136,182
1993,25,2,36.8615,182
1993,30,1,31.7934,182
1993,30,2,33.5365,182
1993,35,1,28.5492,182
1993,35,2,30.3057,182
1993,40,1,25.4249,182
1993,40,2,27.1267,182
1993,45,1,22.352,182
1993,45,2,23.9212,182
1993,50,1,19.3192,182
1993,50,2,20.6631,182
1993,55,1,16.4005,182
1993,55,2,17.5153,182
1993,60,1,13.5585,182
1993,60,2,14.5001,182
1993,65,1,11.0048,182
1993,65,2,11.859,182
1993,70,1,8.7315,182
1993,70,2,9.5903,182
1993,75,1,6.7662,182
1993,75,2,7.6397,182
1993,80,1,5.1239,182
1993,80,2,5.9107,182
1994,0,1,42.5529,182
1994,0,2,45.044,182
1994,5,1,49.5341,182
1994,5,2,51.3302,182
1994,10,1,46.1848,182
1994,10,2,47.9121,182
1994,15,1,42.1314,182
1994,15,2,43.8737,182
1994,20,1,38.2288,182
1994,20,2,39.9737,182
1994,25,1,34.7439,182
1994,25,2,36.4081,182
1994,30,1,31.4183,182
1994,30,2,33.1075,182
1994,35,1,28.2104,182
1994,35,2,29.9204,182
1994,40,1,25.1368,182
1994,40,2,26.7981,182
1994,45,1,22.1189,182
1994,45,2,23.6506,182
1994,50,1,19.1408,182
1994,50,2,20.4517,182
1994,55,1,16.2729,182
1994,55,2,17.3612,182
1994,60,1,13.4761,182
1994,60,2,14.4013,182
1994,65,1,10.9661,182
1994,65,2,11.8144,182
1994,70,1,8.7288,182
1994,70,2,9.5963,182
1994,75,1,6.7827,182
1994,75,2,7.6747,182
1994,80,1,5.1447,182
1994,80,2,5.951,182
1995,0,1,42.6085,182
1995,0,2,44.9973,182
1995,5,1,49.1782,182
1995,5,2,50.8397,182
1995,10,1,45.7597,182
1995,10,2,47.339,182
1995,15,1,41.679,182
1995,15,2,43.2643,182
1995,20,1,37.7624,182
1995,20,2,39.3489,182
1995,25,1,34.2737,182
1995,25,2,35.7897,182
1995,30,1,30.9691,182
1995,30,2,32.5253,182
1995,35,1,27.8038,182
1995,35,2,29.3964,182
1995,40,1,24.7893,182
1995,40,2,26.3477,182
1995,45,1,21.8358,182
1995,45,2,23.2755,182
1995,50,1,18.9216,182
1995,50,2,20.153,182
1995,55,1,16.1129,182
1995,55,2,17.1365,182
1995,60,1,13.3691,182
1995,60,2,14.2476,182
1995,65,1,10.9112,182
1995,65,2,11.7302,182
1995,70,1,8.7178,182
1995,70,2,9.5779,182
1995,75,1,6.7961,182
1995,75,2,7.6978,182
1995,80,1,5.1638,182
1995,80,2,5.985,182
1996,0,1,42.7285,182
1996,0,2,45.2834,182
1996,5,1,48.9024,182
1996,5,2,50.7664,182
1996,10,1,45.4164,182
1996,10,2,47.1951,182
1996,15,1,41.3085,182
1996,15,2,43.0867,182
1996,20,1,37.3774,182
1996,20,2,39.1508,182
1996,25,1,33.8831,182
1996,25,2,35.5822,182
1996,30,1,30.5946,182
1996,30,2,32.3256,182
1996,35,1,27.4647,182
1996,35,2,29.2185,182
1996,40,1,24.5002,182
1996,40,2,26.2013,182
1996,45,1,21.6015,182
1996,45,2,23.1624,182
1996,50,1,18.742,182
1996,50,2,20.0748,182
1996,55,1,15.9836,182
1996,55,2,17.0906,182
1996,60,1,13.2848,182
1996,60,2,14.2311,182
1996,65,1,10.8705,182
1996,65,2,11.7387,182
1996,70,1,8.7134,182
1996,70,2,9.6075,182
1996,75,1,6.8114,182
1996,75,2,7.7359,182
1996,80,1,5.1829,182
1996,80,2,6.019,182
1997,0,1,42.815,182
1997,0,2,45.5918,182
1997,5,1,48.5609,182
1997,5,2,50.6831,182
1997,10,1,45.0035,182
1997,10,2,47.0386,182
1997,15,1,40.8664,182
1997,15,2,42.8956,182
1997,20,1,36.9198,182
1997,20,2,38.9383,182
1997,25,1,33.4198,182
1997,25,2,35.3577,182
1997,30,1,30.1508,182
1997,30,2,32.1049,182
1997,35,1,27.063,182
1997,35,2,29.0157,182
1997,40,1,24.1579,182
1997,40,2,26.0275,182
1997,45,1,21.3242,182
1997,45,2,23.0213,182
1997,50,1,18.5292,182
1997,50,2,19.9704,182
1997,55,1,15.8299,182
1997,55,2,17.0217,182
1997,60,1,13.1834,182
1997,60,2,14.1959,182
1997,65,1,10.8197,182
1997,65,2,11.7334,182
1997,70,1,8.7047,182
1997,70,2,9.6293,182
1997,75,1,6.8256,182
1997,75,2,7.7711,182
1997,80,1,5.2019,182
1997,80,2,6.0527,182
1998,0,1,42.8133,182
1998,0,2,45.801,182
1998,5,1,48.0558,182
1998,5,2,50.433,182
1998,10,1,44.4175,182
1998,10,2,46.7038,182
1998,15,1,40.2471,182
1998,15,2,42.5201,182
1998,20,1,36.2831,182
1998,20,2,38.5388,182
1998,25,1,32.779,182
1998,25,2,34.9515,182
1998,30,1,29.5388,182
1998,30,2,31.719,182
1998,35,1,26.5101,182
1998,35,2,28.6717,182
1998,40,1,23.6876,182
1998,40,2,25.7405,182
1998,45,1,20.9434,182
1998,45,2,22.7928,182
1998,50,1,18.2367,182
1998,50,2,19.8018,182
1998,55,1,15.6173,182
1998,55,2,16.9081,182
1998,60,1,13.041,182
1998,60,2,14.1318,182
1998,65,1,10.7445,182
1998,65,2,11.7115,182
1998,70,1,8.6852,182
1998,70,2,9.6436,182
1998,75,1,6.837,182
1998,75,2,7.804,182
1998,80,1,5.2208,182
1998,80,2,6.0861,182
1999,0,1,43.5184,182
1999,0,2,46.6185,182
1999,5,1,48.3563,182
1999,5,2,50.847,182
1999,10,1,44.644,182
1999,10,2,47.0472,182
1999,15,1,40.4383,182
1999,15,2,42.8283,182
1999,20,1,36.4452,182
1999,20,2,38.8175,182
1999,25,1,32.9042,182
1999,25,2,35.1963,182
1999,30,1,29.6302,182
1999,30,2,31.9286,182
1999,35,1,26.5741,182
1999,35,2,28.851,182
1999,40,1,23.7309,182
1999,40,2,25.8956,182
1999,45,1,20.9737,182
1999,45,2,22.9303,182
1999,50,1,18.2614,182
1999,50,2,19.9296,182
1999,55,1,15.6397,182
1999,55,2,17.0261,182
1999,60,1,13.065,182
1999,60,2,14.2392,182
1999,65,1,10.7706,182
1999,65,2,11.8005,182
1999,70,1,8.7116,182
1999,70,2,9.7105,182
1999,75,1,6.8602,182
1999,75,2,7.8489,182
1999,80,1,5.2384,182
1999,80,2,6.1142,182
2000,0,1,44.5914,182
2000,0,2,47.7619,182
2000,5,1,48.9542,182
2000,5,2,51.5233,182
2000,10,1,45.1458,182
2000,10,2,47.6312,182
2000,15,1,40.8911,182
2000,15,2,43.3616,182
2000,20,1,36.8539,182
2000,20,2,39.306,182
2000,25,1,33.2566,182
2000,25,2,35.6337,182
2000,30,1,29.925,182
2000,30,2,32.3127,182
2000,35,1,26.8146,182
2000,35,2,29.1862,182
2000,40,1,23.9226,182
2000,40,2,26.1883,182
2000,45,1,21.1258,182
2000,45,2,23.1875,182
2000,50,1,18.3841,182
2000,50,2,20.16,182
2000,55,1,15.7393,182
2000,55,2,17.2305,182
2000,60,1,13.1476,182
2000,60,2,14.4172,182
2000,65,1,10.8361,182
2000,65,2,11.9437,182
2000,70,1,8.759,182
2000,70,2,9.814,182
2000,75,1,6.8916,182
2000,75,2,7.9147,182
2000,80,1,5.2594,182
2000,80,2,6.1547,182
2001,0,1,45.6721,182
2001,0,2,48.7419,182
2001,5,1,49.5029,182
2001,5,2,51.941,182
2001,10,1,45.5976,182
2001,10,2,47.9365,182
2001,15,1,41.2938,182
2001,15,2,43.6006,182
2001,20,1,37.2124,182
2001,20,2,39.4828,182
2001,25,1,33.5579,182
2001,25,2,35.7511,182
2001,30,1,30.1689,182
2001,30,2,32.3879,182
2001,35,1,27.0062,182
2001,35,2,29.2394,182
2001,40,1,24.0689,182
2001,40,2,26.2376,182
2001,45,1,21.2374,182
2001,45,2,23.2411,182
2001,50,1,18.4723,182
2001,50,2,20.227,182
2001,55,1,15.8107,182
2001,55,2,17.3098,182
2001,60,1,13.2086,182
2001,60,2,14.5053,182
2001,65,1,10.8872,182
2001,65,2,12.0292,182
2001,70,1,8.7988,182
2001,70,2,9.8871,182
2001,75,1,6.9195,182
2001,75,2,7.9676,182
2001,80,1,5.2782,182
2001,80,2,6.1884,182
2002,0,1,46.598,182
2002,0,2,49.7545,182
2002,5,1,49.901,182
2002,5,2,52.4318,182
2002,10,1,45.9139,182
2002,10,2,48.366,182
2002,15,1,41.5691,182
2002,15,2,44.0051,182
2002,20,1,37.4482,182
2002,20,2,39.8689,182
2002,25,1,33.7398,182
2002,25,2,36.1074,182
2002,30,1,30.2993,182
2002,30,2,32.7005,182
2002,35,1,27.0928,182
2002,35,2,29.5057,182
2002,40,1,24.1212,182
2002,40,2,26.4603,182
2002,45,1,21.2674,182
2002,45,2,23.43,182
2002,50,1,18.4919,182
2002,50,2,20.3944,182
2002,55,1,15.8259,182
2002,55,2,17.4567,182
2002,60,1,13.2262,182
2002,60,2,14.6319,182
2002,65,1,10.908,182
2002,65,2,12.1249,182
2002,70,1,8.8204,182
2002,70,2,9.9503,182
2002,75,1,6.938,182
2002,75,2,8.0041,182
2002,80,1,5.2914,182
2002,80,2,6.2103,182
2003,0,1,47.8868,182
2003,0,2,51.3169,182
2003,5,1,50.5943,182
2003,5,2,53.4266,182
2003,10,1,46.5012,182
2003,10,2,49.2575,182
2003,15,1,42.0999,182
2003,15,2,44.8364,182
2003,20,1,37.9274,182
2003,20,2,40.643,182
2003,25,1,34.1542,182
2003,25,2,36.8099,182
2003,30,1,30.6473,182
2003,30,2,33.3206,182
2003,35,1,27.3782,182
2003,35,2,30.0438,182
2003,40,1,24.3505,182
2003,40,2,26.9221,182
2003,45,1,21.451,182
2003,45,2,23.8265,182
2003,50,1,18.6415,182
2003,50,2,20.7392,182
2003,55,1,15.9488,182
2003,55,2,17.7533,182
2003,60,1,13.3292,182
2003,60,2,14.8821,182
2003,65,1,10.9907,182
2003,65,2,12.3196,182
2003,70,1,8.8809,182
2003,70,2,10.0849,182
2003,75,1,6.9779,182
2003,75,2,8.0852,182
2003,80,1,5.3174,182
2003,80,2,6.2577,182
2004,0,1,49.3558,182
2004,0,2,52.7807,182
2004,5,1,51.6071,182
2004,5,2,54.4217,182
2004,10,1,47.4366,182
2004,10,2,50.179,182
2004,15,1,42.991,182
2004,15,2,45.714,182
2004,20,1,38.7687,182
2004,20,2,41.4725,182
2004,25,1,34.9192,182
2004,25,2,37.5714,182
2004,30,1,31.3177,182
2004,30,2,33.9948,182
2004,35,1,27.9433,182
2004,35,2,30.6256,182
2004,40,1,24.8061,182
2004,40,2,27.4137,182
2004,45,1,21.8077,182
2004,45,2,24.2401,182
2004,50,1,18.9157,182
2004,50,2,21.0896,182
2004,55,1,16.1553,182
2004,55,2,18.0464,182
2004,60,1,13.484,182
2004,60,2,15.1218,182
2004,65,1,11.098,182
2004,65,2,12.4993,182
2004,70,1,8.9461,182
2004,70,2,10.202,182
2004,75,1,7.0133,182
2004,75,2,8.1506,182
2004,80,1,5.3371,182
2004,80,2,6.2925,182
2005,0,1,50.6456,182
2005,0,2,54.2747,182
2005,5,1,52.4789,182
2005,5,2,55.5222,182
2005,10,1,48.2438,182
2005,10,2,51.2207,182
2005,15,1,43.7621,182
2005,15,2,46.7186,182
2005,20,1,39.5036,182
2005,20,2,42.4319,182
2005,25,1,35.6001,182
2005,25,2,38.4608,182
2005,30,1,31.9279,182
2005,30,2,34.7882,182
2005,35,1,28.4709,182
2005,35,2,31.3121,182
2005,40,1,25.2433,182
2005,40,2,27.992,182
2005,45,1,22.159,182
2005,45,2,24.7224,182
2005,50,1,19.1921,182
2005,50,2,21.491,182
2005,55,1,16.3675,182
2005,55,2,18.3749,182
2005,60,1,13.6444,182
2005,60,2,15.3837,182
2005,65,1,11.2087,182
2005,65,2,12.6915,182
2005,70,1,9.0124,182
2005,70,2,10.324,182
2005,75,1,7.0485,182
2005,75,2,8.217,182
2005,80,1,5.3565,182
2005,80,2,6.3268,182
2006,0,1,51.8328,182
2006,0,2,55.4339,182
2006,5,1,53.2961,182
2006,5,2,56.3162,182
2006,10,1,49.0038,182
2006,10,2,51.9622,182
2006,15,1,44.4894,182
2006,15,2,47.4276,182
2006,20,1,40.1955,182
2006,20,2,43.1032,182
2006,25,1,36.2378,182
2006,25,2,39.0774,182
2006,30,1,32.4952,182
2006,30,2,35.3337,182
2006,35,1,28.9564,182
2006,35,2,31.7815,182
2006,40,1,25.6405,182
2006,40,2,28.3866,182
2006,45,1,22.4734,182
2006,45,2,25.0523,182
2006,50,1,19.4352,182
2006,50,2,21.7685,182
2006,55,1,16.5508,182
2006,55,2,18.606,182
2006,60,1,13.7816,182
2006,60,2,15.5728,182
2006,65,1,11.3033,182
2006,65,2,12.8352,182
2006,70,1,9.0704,182
2006,70,2,10.4215,182
2006,75,1,7.0812,182
2006,75,2,8.2756,182
2006,80,1,5.3759,182
2006,80,2,6.3609,182
2007,0,1,52.9793,182
2007,0,2,56.3403,182
2007,5,1,54.1354,182
2007,5,2,56.8818,182
2007,10,1,49.7973,182
2007,10,2,52.4687,182
2007,15,1,45.2553,182
2007,15,2,47.8951,182
2007,20,1,40.9296,182
2007,20,2,43.527,182
2007,25,1,36.9217,182
2007,25,2,39.4563,182
2007,30,1,33.1118,182
2007,30,2,35.6757,182
2007,35,1,29.4929,182
2007,35,2,32.0959,182
2007,40,1,26.0882,182
2007,40,2,28.6809,182
2007,45,1,22.8353,182
2007,45,2,25.3278,182
2007,50,1,19.7203,182
2007,50,2,22.0275,182
2007,55,1,16.7691,182
2007,55,2,18.8436,182
2007,60,1,13.945,182
2007,60,2,15.7828,182
2007,65,1,11.4147,182
2007,65,2,13.0035,182
2007,70,1,9.1363,182
